Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Fracture,FunPlus Phoenix,2,0,0,0,12,1,0,0
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Split,Titan Esports Club,8,1,2,2,7,3,0,0
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Split,FunPlus Phoenix,7,3,0,0,8,1,2,2
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Lotus,All Gamers,10,1,2,0,4,3,0,0
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Lotus,Bilibili Gaming,4,3,0,0,10,1,2,0
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Pearl,All Gamers,0,0,1,2,10,1,2,0
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Pearl,Bilibili Gaming,10,1,2,0,0,0,1,2
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Bind,All Gamers,11,1,1,0,3,2,2,0
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Bind,Bilibili Gaming,3,2,2,0,11,1,1,0
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Lotus,Nova Esports,8,3,2,0,8,2,0,0
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Lotus,Wolves Esports,8,2,0,0,8,3,2,0
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Fracture,Nova Esports,12,0,1,0,5,0,3,0
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Fracture,Wolves Esports,5,0,3,0,12,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Lotus,EDward Gaming,11,1,1,0,4,2,2,0
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Lotus,Xi Lai Gaming,4,2,2,0,11,1,1,0
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Haven,EDward Gaming,7,1,1,0,8,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Haven,Xi Lai Gaming,8,2,3,0,7,1,1,0
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Split,EDward Gaming,4,1,0,0,11,1,1,0
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Split,Xi Lai Gaming,11,1,1,0,4,1,0,0
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,Haven,TYLOO,8,2,3,0,5,2,3,0
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,Haven,Dragon Ranger Gaming,5,2,3,0,8,2,3,0
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,Breeze,TYLOO,10,0,3,0,5,1,1,0
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,Breeze,Dragon Ranger Gaming,5,1,1,0,10,0,3,0
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,Fracture,JDG Esports,10,1,2,0,7,1,1,0
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,Fracture,EDward Gaming,7,1,1,0,10,1,2,0
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,Haven,JDG Esports,5,1,1,1,10,0,3,0
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,Haven,EDward Gaming,10,0,3,0,5,1,1,1
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,Bind,JDG Esports,5,4,2,1,9,2,3,0
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,Bind,EDward Gaming,9,2,3,0,5,4,2,1
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Fracture,Titan Esports Club,7,1,5,0,4,2,1,1
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Fracture,Trace Esports,4,2,1,1,7,1,5,0
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Split,Titan Esports Club,6,1,2,0,9,3,1,0
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Split,Trace Esports,9,3,1,0,6,1,2,0
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Breeze,Titan Esports Club,6,0,2,0,9,0,4,0
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Breeze,Trace Esports,9,0,4,0,6,0,2,0
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Lotus,All Gamers,7,2,4,0,6,2,0,0
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Lotus,Xi Lai Gaming,6,2,0,0,7,2,4,0
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Bind,All Gamers,4,1,0,0,7,1,5,0
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Bind,Xi Lai Gaming,7,1,5,0,4,1,0,0
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Split,All Gamers,6,1,1,0,8,1,3,1
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Split,Xi Lai Gaming,8,1,3,1,6,1,1,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Breeze,Xi Lai Gaming,9,0,4,0,8,0,1,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Breeze,Titan Esports Club,8,0,1,0,9,0,4,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Lotus,Xi Lai Gaming,8,0,5,0,6,0,1,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Lotus,Titan Esports Club,6,0,1,0,8,0,5,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,Haven,JDG Esports,6,0,5,2,2,0,0,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,Haven,TYLOO,2,0,0,0,6,0,5,2
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,Fracture,JDG Esports,7,2,0,0,12,0,1,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,Fracture,TYLOO,12,0,1,0,7,2,0,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,Pearl,JDG Esports,4,3,6,0,5,0,4,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,Pearl,TYLOO,5,0,4,1,4,3,6,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,All Gamers vs Trace Esports,Split,All Gamers,8,1,4,0,5,0,1,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,All Gamers vs Trace Esports,Split,Trace Esports,5,0,1,0,8,1,4,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,All Gamers vs Trace Esports,Lotus,All Gamers,9,0,4,0,6,0,0,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,All Gamers vs Trace Esports,Lotus,Trace Esports,6,0,0,0,9,0,4,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Lotus,EDward Gaming,5,1,1,0,9,0,4,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,9,0,4,0,5,1,1,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Split,EDward Gaming,9,0,2,2,4,0,2,1
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Split,Dragon Ranger Gaming,4,0,2,1,9,0,2,2
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Breeze,EDward Gaming,12,0,1,0,5,1,1,0
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Breeze,Dragon Ranger Gaming,5,1,1,0,12,0,1,0
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Pearl,Titan Esports Club,9,1,2,1,5,0,3,0
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Pearl,TYLOO,5,0,3,0,9,1,2,1
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Fracture,Titan Esports Club,6,0,2,1,8,2,3,0
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Fracture,TYLOO,8,2,3,0,6,0,2,1
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Split,Titan Esports Club,9,0,2,0,4,2,7,0
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs TYLOO,Split,TYLOO,4,2,7,0,9,0,2,0
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Ascent,Trace Esports,6,0,1,0,9,1,3,0
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Ascent,Dragon Ranger Gaming,9,1,3,0,6,0,1,0
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Lotus,Trace Esports,5,1,0,0,9,0,4,0
VCT 2026: China Stage 1,Playoffs,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,9,0,4,0,5,1,0,0
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,Lotus,Xi Lai Gaming,11,2,0,0,0,0,0,0
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,Lotus,JDG Esports,0,0,0,0,11,2,0,0
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,Pearl,Xi Lai Gaming,11,0,2,0,5,0,0,0
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,Xi Lai Gaming vs JDG Esports,Pearl,JDG Esports,5,0,0,0,11,0,2,0
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,Fracture,All Gamers,6,1,0,0,10,3,0,0
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,Fracture,EDward Gaming,10,3,0,0,6,1,0,0
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,Lotus,All Gamers,3,1,2,0,10,2,1,0
VCT 2026: China Stage 1,Playoffs,Upper Semifinals,All Gamers vs EDward Gaming,Lotus,EDward Gaming,10,2,1,0,3,1,2,0
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,Haven,JDG Esports,8,0,1,0,8,2,3,0
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,Haven,Dragon Ranger Gaming,8,2,3,0,8,0,1,0
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,Lotus,JDG Esports,2,1,1,0,8,0,5,0
VCT 2026: China Stage 1,Playoffs,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,8,0,5,0,2,1,1,0
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,Fracture,All Gamers,11,0,2,0,1,0,3,0
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,Fracture,TYLOO,1,0,3,0,11,0,2,0
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,Haven,All Gamers,5,2,3,0,7,4,2,0
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,Haven,TYLOO,7,4,2,0,5,2,3,0
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,Split,All Gamers,8,0,4,1,4,3,2,1
VCT 2026: China Stage 1,Playoffs,Lower Round 2,All Gamers vs TYLOO,Split,TYLOO,4,3,2,1,8,0,4,1
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,Split,Xi Lai Gaming,7,1,0,1,9,2,2,0
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,Split,EDward Gaming,9,2,2,0,7,1,0,1
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,Breeze,Xi Lai Gaming,4,1,3,0,10,1,2,0
VCT 2026: China Stage 1,Playoffs,Upper Final,Xi Lai Gaming vs EDward Gaming,Breeze,EDward Gaming,10,1,2,0,4,1,3,0
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Lotus,All Gamers,6,0,2,0,9,0,4,0
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,9,0,4,0,6,0,2,0
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Split,All Gamers,8,1,4,0,7,1,0,0
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Split,Dragon Ranger Gaming,7,1,0,0,8,1,4,0
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Haven,All Gamers,3,0,3,0,9,2,2,0
VCT 2026: China Stage 1,Playoffs,Lower Round 3,All Gamers vs Dragon Ranger Gaming,Haven,Dragon Ranger Gaming,9,2,2,0,3,0,3,0
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Lotus,Xi Lai Gaming,10,3,0,0,0,0,2,0
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,0,0,2,0,10,3,0,0
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Breeze,Xi Lai Gaming,10,2,1,0,5,0,1,0
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Breeze,Dragon Ranger Gaming,5,0,1,0,10,2,1,0
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Haven,Xi Lai Gaming,6,1,3,0,9,0,3,1
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Haven,Dragon Ranger Gaming,9,0,3,1,6,1,3,0
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Split,Xi Lai Gaming,9,1,3,0,6,1,4,0
VCT 2026: China Stage 1,Playoffs,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,Split,Dragon Ranger Gaming,6,1,4,0,9,1,3,0
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Fracture,EDward Gaming,5,0,0,1,9,1,2,1
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Fracture,Xi Lai Gaming,9,1,2,1,5,0,0,1
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Split,EDward Gaming,8,4,3,0,10,1,1,1
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Split,Xi Lai Gaming,10,1,1,1,8,4,3,0
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Breeze,EDward Gaming,10,0,2,1,3,1,1,0
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Breeze,Xi Lai Gaming,3,1,1,0,10,0,2,1
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Haven,EDward Gaming,6,0,3,0,8,2,2,1
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Haven,Xi Lai Gaming,8,2,2,1,6,0,3,0
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Pearl,EDward Gaming,10,1,2,0,3,0,1,0
VCT 2026: China Stage 1,Playoffs,Grand Final,EDward Gaming vs Xi Lai Gaming,Pearl,Xi Lai Gaming,3,0,1,0,10,1,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,Gentle Mates,10,2,1,0,6,2,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Haven,EDward Gaming,6,2,3,0,10,2,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,Gentle Mates,7,2,2,2,5,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Pearl,EDward Gaming,5,0,1,1,7,2,2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,Xi Lai Gaming,1,0,1,0,7,5,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Haven,Mega Minors,7,5,1,0,1,0,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,Xi Lai Gaming,9,0,1,0,9,2,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Abyss,Mega Minors,9,2,2,0,9,0,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,G2 Esports,7,0,2,0,8,0,5,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,Paper Rex,8,0,5,0,7,0,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,G2 Esports,5,0,0,0,9,0,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,Paper Rex,9,0,4,0,5,0,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,T1,5,0,3,0,7,2,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,Team Liquid,7,2,4,0,5,0,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,T1,6,1,5,1,10,2,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,10,2,3,0,6,1,5,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,10,2,1,0,7,2,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,7,2,1,0,10,2,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,9,0,1,0,5,3,5,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,5,3,5,0,9,0,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,6,3,4,0,6,3,2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,6,3,2,0,6,3,4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,10,2,1,0,7,1,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,7,1,3,0,10,2,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,11,2,0,0,3,0,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,3,0,0,0,11,2,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,0,0,1,0,10,3,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,10,3,0,0,0,0,1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,7,0,3,0,8,1,2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,8,1,2,2,7,0,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,5,0,2,1,10,0,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,10,0,2,1,5,0,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,3,0,0,0,9,1,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,9,1,2,1,3,0,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,9,1,2,1,8,0,3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,8,0,3,0,9,1,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Mega Minors,6,0,6,1,2,2,0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Abyss,Team Liquid,2,2,0,0,6,0,6,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,Breeze,G2 Esports,6,2,5,0,3,1,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,Breeze,T1,3,1,1,1,6,2,5,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,Haven,G2 Esports,11,2,3,0,10,1,2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,Haven,T1,10,1,2,1,11,2,3,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Haven,FURIA,8,2,3,0,6,1,2,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Haven,Paper Rex,6,1,2,0,8,2,3,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Breeze,FURIA,2,1,1,0,7,1,4,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Breeze,Paper Rex,7,1,4,1,2,1,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Split,FURIA,7,0,0,0,10,0,2,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,Split,Paper Rex,10,0,2,1,7,0,0,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Haven,Nongshim RedForce,12,0,1,0,8,0,2,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Haven,Gentle Mates,8,0,2,0,12,0,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Corrode,Nongshim RedForce,10,1,2,0,9,0,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Corrode,Gentle Mates,9,0,1,0,10,1,2,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Pearl,BBL Esports,5,0,1,0,12,0,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Pearl,Mega Minors,12,0,1,0,5,0,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Abyss,BBL Esports,6,3,4,0,5,0,1,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Abyss,Mega Minors,5,0,1,0,6,3,4,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Split,BBL Esports,13,0,2,0,11,2,4,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,Split,Mega Minors,11,2,4,0,13,0,2,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,All Gamers,3,1,1,1,8,2,3,0
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Split,G2 Esports,8,2,3,0,3,1,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,All Gamers,3,0,1,0,6,1,5,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,Abyss,G2 Esports,6,1,5,1,3,0,1,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,Haven,FURIA,2,1,3,1,8,2,2,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,Haven,BBL Esports,8,2,2,1,2,1,3,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,Breeze,FURIA,9,0,4,0,7,1,1,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,Breeze,BBL Esports,7,1,1,1,9,0,4,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,Abyss,FURIA,4,0,7,0,7,1,4,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,Abyss,BBL Esports,7,1,4,1,4,0,7,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Pearl,Gentle Mates,10,0,3,0,1,0,3,1
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Pearl,All Gamers,1,0,3,1,10,0,3,0
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Split,Gentle Mates,2,2,0,0,7,0,6,0
