Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,14,100 Thieves,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,14,Evil Geniuses,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,15,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,15,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,16,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,16,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,17,100 Thieves,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,17,Evil Geniuses,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,18,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,18,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,19,100 Thieves,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,19,Evil Geniuses,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,20,Evil Geniuses,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,20,100 Thieves,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,21,100 Thieves,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,21,Evil Geniuses,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,1,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,1,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,2,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,2,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,3,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,3,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,4,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,4,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,5,Evil Geniuses,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,5,100 Thieves,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,6,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,6,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,7,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,7,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,8,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,8,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,9,Evil Geniuses,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,9,100 Thieves,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,10,Evil Geniuses,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,10,100 Thieves,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,11,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,11,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,12,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,12,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,13,Evil Geniuses,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,13,100 Thieves,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,14,100 Thieves,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,14,Evil Geniuses,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,15,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,15,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,16,100 Thieves,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,16,Evil Geniuses,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,17,100 Thieves,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,17,Evil Geniuses,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,1,ENVY,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,1,LOUD,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,2,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,2,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,3,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,3,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,4,ENVY,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,4,LOUD,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,5,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,5,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,6,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,6,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,7,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,7,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,8,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,8,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,9,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,9,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,10,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,10,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,11,ENVY,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,11,LOUD,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,12,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,12,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,13,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,13,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,14,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,14,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,15,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,15,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,16,LOUD,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,16,ENVY,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,17,LOUD,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,17,ENVY,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,18,LOUD,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,18,ENVY,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,19,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,19,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,20,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,20,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,21,LOUD,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,21,ENVY,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,22,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,22,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,1,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,1,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,2,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,2,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,3,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,3,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,4,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,4,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,5,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,5,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,6,ENVY,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,6,LOUD,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,7,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,7,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,8,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,8,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,9,ENVY,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,9,LOUD,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,10,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,10,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,11,LOUD,Detonated,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,11,ENVY,Failed Defused,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,12,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,12,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,13,LOUD,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,13,ENVY,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,14,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,14,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,15,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,15,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,16,ENVY,Detonated,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,16,LOUD,Failed Defused,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,17,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,17,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,18,LOUD,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,18,ENVY,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,19,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,19,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,20,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,20,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,21,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,21,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,22,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,22,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,23,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,23,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,24,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,24,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,1,ENVY,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,1,LOUD,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,2,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,2,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,3,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,3,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,4,ENVY,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,4,LOUD,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,5,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,5,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,6,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,6,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,7,LOUD,Detonated,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,7,ENVY,Failed Defused,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,8,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,8,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,9,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,9,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,10,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,10,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,11,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,11,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,12,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,12,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,13,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,13,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,14,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,14,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,15,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,15,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,16,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,16,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,17,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,17,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,18,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,18,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,19,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,19,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,20,ENVY,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,20,LOUD,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,21,LOUD,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,21,ENVY,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,1,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,1,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,2,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,2,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,3,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,3,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,4,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,4,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,5,Cloud9,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,5,LEVIATÁN,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,6,Cloud9,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,6,LEVIATÁN,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,7,LEVIATÁN,Detonated,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,7,Cloud9,Failed Defused,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,8,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,8,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,9,Cloud9,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,9,LEVIATÁN,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,10,Cloud9,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,10,LEVIATÁN,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,11,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,11,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,12,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,12,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,13,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,13,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,14,LEVIATÁN,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,14,Cloud9,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,15,Cloud9,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,15,LEVIATÁN,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,16,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,16,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,17,Cloud9,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,17,LEVIATÁN,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,18,LEVIATÁN,Elimination,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,18,Cloud9,Eliminated,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,19,LEVIATÁN,Defused,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,19,Cloud9,Detonated Denied,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,1,LEVIATÁN,Defused,Win
