Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2026: Americas Stage 1,Playoffs,Lower Round 3,Breeze,Mega Minors,kayo,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Round 3,Breeze,100 Thieves,cypher,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Round 3,Breeze,100 Thieves,phoenix,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Round 3,Breeze,100 Thieves,neon,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Round 3,Breeze,100 Thieves,sova,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Round 3,Breeze,100 Thieves,harbor,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,G2 Esports,vyse,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,G2 Esports,fade,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,G2 Esports,omen,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,G2 Esports,viper,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,G2 Esports,raze,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,Mega Minors,neon,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,Mega Minors,vyse,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,Mega Minors,fade,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,Mega Minors,omen,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Lotus,Mega Minors,viper,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,G2 Esports,neon,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,G2 Esports,vyse,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,G2 Esports,sova,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,G2 Esports,astra,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,G2 Esports,harbor,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,Mega Minors,sova,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,Mega Minors,viper,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,Mega Minors,harbor,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,Mega Minors,jett,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Breeze,Mega Minors,kayo,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,G2 Esports,neon,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,G2 Esports,vyse,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,G2 Esports,astra,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,G2 Esports,fade,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,G2 Esports,phoenix,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,Mega Minors,neon,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,Mega Minors,sova,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,Mega Minors,astra,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,Mega Minors,tejo,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Pearl,Mega Minors,killjoy,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,G2 Esports,neon,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,G2 Esports,astra,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,G2 Esports,fade,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,G2 Esports,phoenix,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,G2 Esports,chamber,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,Mega Minors,neon,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,Mega Minors,sova,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,Mega Minors,phoenix,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,Mega Minors,omen,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Haven,Mega Minors,cypher,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,G2 Esports,vyse,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,G2 Esports,sova,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,G2 Esports,astra,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,G2 Esports,phoenix,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,G2 Esports,yoru,1,0,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,Mega Minors,vyse,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,Mega Minors,sova,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,Mega Minors,omen,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,Mega Minors,jett,0,1,1
VCT 2026: Americas Stage 1,Playoffs,Lower Final,Ascent,Mega Minors,sage,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,ENVY,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,ENVY,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,ENVY,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,ENVY,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,ENVY,veto,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,LOUD,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,LOUD,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,LOUD,fade,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,LOUD,vyse,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,LOUD,raze,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,Sentinels,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,Sentinels,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,Sentinels,fade,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,Sentinels,raze,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,Sentinels,veto,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,KRÜ Esports,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,KRÜ Esports,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,KRÜ Esports,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,KRÜ Esports,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,KRÜ Esports,vyse,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,G2 Esports,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,G2 Esports,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,G2 Esports,fade,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,G2 Esports,vyse,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,G2 Esports,harbor,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,MIBR,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,MIBR,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,MIBR,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,MIBR,vyse,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Lotus,MIBR,raze,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,ENVY,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,ENVY,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,ENVY,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,ENVY,harbor,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,ENVY,iso,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,LOUD,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,LOUD,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,LOUD,harbor,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,LOUD,kayo,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,LOUD,jett,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Sentinels,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Sentinels,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Sentinels,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Sentinels,harbor,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Sentinels,iso,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,KRÜ Esports,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,KRÜ Esports,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,KRÜ Esports,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,KRÜ Esports,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,KRÜ Esports,chamber,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,100 Thieves,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,100 Thieves,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,100 Thieves,harbor,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,100 Thieves,kayo,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,100 Thieves,jett,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Evil Geniuses,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Evil Geniuses,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Evil Geniuses,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Evil Geniuses,harbor,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Breeze,Evil Geniuses,kayo,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,G2 Esports,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,G2 Esports,fade,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,G2 Esports,astra,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,G2 Esports,vyse,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,G2 Esports,harbor,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,MIBR,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,MIBR,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,MIBR,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,MIBR,vyse,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,MIBR,raze,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,FURIA,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,FURIA,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,FURIA,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,FURIA,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,FURIA,vyse,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,Mega Minors,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,Mega Minors,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,Mega Minors,raze,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,Mega Minors,skye,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Split,Mega Minors,deadlock,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,100 Thieves,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,100 Thieves,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,100 Thieves,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,100 Thieves,phoenix,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,100 Thieves,cypher,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Evil Geniuses,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Evil Geniuses,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Evil Geniuses,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Evil Geniuses,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Evil Geniuses,killjoy,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Cloud9,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Cloud9,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Cloud9,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Cloud9,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,Cloud9,killjoy,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,LEVIATÁN,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,LEVIATÁN,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,LEVIATÁN,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,LEVIATÁN,chamber,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Haven,LEVIATÁN,phoenix,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,ENVY,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,ENVY,astra,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,ENVY,veto,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,ENVY,tejo,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,ENVY,waylay,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LOUD,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LOUD,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LOUD,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LOUD,chamber,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LOUD,kayo,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Cloud9,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Cloud9,astra,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Cloud9,chamber,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Cloud9,tejo,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Cloud9,skye,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LEVIATÁN,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LEVIATÁN,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LEVIATÁN,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LEVIATÁN,chamber,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,LEVIATÁN,phoenix,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,FURIA,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,FURIA,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,FURIA,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,FURIA,killjoy,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,FURIA,phoenix,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Mega Minors,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Mega Minors,astra,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Mega Minors,killjoy,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Mega Minors,tejo,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Pearl,Mega Minors,waylay,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Cloud9,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Cloud9,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Cloud9,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Cloud9,vyse,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Cloud9,skye,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,ENVY,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,ENVY,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,ENVY,skye,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,ENVY,raze,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,ENVY,jett,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,G2 Esports,vyse,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,G2 Esports,fade,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,G2 Esports,astra,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,G2 Esports,raze,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,G2 Esports,harbor,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LEVIATÁN,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LEVIATÁN,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LEVIATÁN,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LEVIATÁN,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LEVIATÁN,phoenix,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,MIBR,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,MIBR,vyse,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,MIBR,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,MIBR,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,MIBR,raze,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LOUD,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LOUD,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LOUD,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LOUD,skye,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,LOUD,cypher,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Mega Minors,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Mega Minors,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Mega Minors,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Mega Minors,vyse,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Mega Minors,fade,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,KRÜ Esports,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,KRÜ Esports,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,KRÜ Esports,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,KRÜ Esports,vyse,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,KRÜ Esports,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,100 Thieves,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,100 Thieves,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,100 Thieves,fade,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,100 Thieves,raze,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,100 Thieves,sage,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Sentinels,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Sentinels,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Sentinels,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Sentinels,skye,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Split,Sentinels,sage,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Cloud9,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Cloud9,vyse,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Cloud9,astra,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Cloud9,skye,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Cloud9,tejo,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,ENVY,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,ENVY,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,ENVY,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,ENVY,phoenix,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,ENVY,chamber,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,FURIA,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,FURIA,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,FURIA,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,FURIA,phoenix,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,FURIA,killjoy,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Evil Geniuses,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Evil Geniuses,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Evil Geniuses,astra,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Evil Geniuses,killjoy,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Pearl,Evil Geniuses,waylay,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Cloud9,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Cloud9,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Cloud9,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Cloud9,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Cloud9,killjoy,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,ENVY,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,ENVY,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,ENVY,astra,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,ENVY,phoenix,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,ENVY,chamber,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,FURIA,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,FURIA,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,FURIA,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,FURIA,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,FURIA,killjoy,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Evil Geniuses,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Evil Geniuses,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Evil Geniuses,viper,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Evil Geniuses,sova,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Evil Geniuses,killjoy,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,MIBR,omen,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,MIBR,vyse,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,MIBR,fade,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,MIBR,phoenix,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,MIBR,jett,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,LOUD,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,LOUD,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,LOUD,viper,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,LOUD,vyse,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,LOUD,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,100 Thieves,neon,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,100 Thieves,omen,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,100 Thieves,sova,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,100 Thieves,phoenix,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,100 Thieves,cypher,0,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Sentinels,neon,1,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Haven,Sentinels,omen,1,0,1
